类型,根函数名,函数名,包含性样本,排除性样本,包含性样本 %,排除性样本 %,
"Caller","log4net.Repository.Hierarchy.Logger.ForcedLog","log4net.Repository.Hierarchy.Logger.Log",13,0,0.04,0.00,
"Callee","log4net.Repository.Hierarchy.Logger.ForcedLog","log4net.Repository.Hierarchy.Logger.CallAppenders",13,0,0.04,0.00,
"Root","log4net.Repository.Hierarchy.Logger.Log","log4net.Repository.Hierarchy.Logger.Log",13,0,0.04,0.00,
"Caller","log4net.Repository.Hierarchy.Logger.Log","log4net.Core.LogImpl.Info",2,0,0.01,0.00,
"Caller","log4net.Repository.Hierarchy.Logger.Log","log4net.Core.LogImpl.Warn",11,0,0.03,0.00,
"Callee","log4net.Repository.Hierarchy.Logger.Log","log4net.Repository.Hierarchy.Logger.ForcedLog",13,0,0.04,0.00,
"Root","log4net.Repository.Hierarchy.Logger.RemoveAllAppenders","log4net.Repository.Hierarchy.Logger.RemoveAllAppenders",4,0,0.01,0.00,
"Caller","log4net.Repository.Hierarchy.Logger.RemoveAllAppenders","log4net.Repository.Hierarchy.Hierarchy.Shutdown",4,0,0.01,0.00,
"Callee","log4net.Repository.Hierarchy.Logger.RemoveAllAppenders","log4net.Util.AppenderAttachedImpl.RemoveAllAppenders",4,0,0.01,0.00,
"Root","log4net.Repository.LoggerRepositorySkeleton.OnShutdown","log4net.Repository.LoggerRepositorySkeleton.OnShutdown",1,0,0.00,0.00,
"Caller","log4net.Repository.LoggerRepositorySkeleton.OnShutdown","log4net.Repository.LoggerRepositorySkeleton.Shutdown",1,0,0.00,0.00,
"Callee","log4net.Repository.LoggerRepositorySkeleton.OnShutdown","log4net.Core.WrapperMap.ILoggerRepository_Shutdown",1,0,0.00,0.00,
"Root","log4net.Repository.LoggerRepositorySkeleton.Shutdown","log4net.Repository.LoggerRepositorySkeleton.Shutdown",2,0,0.01,0.00,
"Caller","log4net.Repository.LoggerRepositorySkeleton.Shutdown","log4net.Repository.Hierarchy.Hierarchy.Shutdown",2,0,0.01,0.00,
"Callee","log4net.Repository.LoggerRepositorySkeleton.Shutdown","log4net.Plugin.PluginMap.get_AllPlugins",1,0,0.00,0.00,
"Callee","log4net.Repository.LoggerRepositorySkeleton.Shutdown","log4net.Repository.LoggerRepositorySkeleton.OnShutdown",1,0,0.00,0.00,
"Root","log4net.Util.AppenderAttachedImpl.AppendLoopOnAppenders","log4net.Util.AppenderAttachedImpl.AppendLoopOnAppenders",13,0,0.04,0.00,
"Caller","log4net.Util.AppenderAttachedImpl.AppendLoopOnAppenders","log4net.Repository.Hierarchy.Logger.CallAppenders",13,0,0.04,0.00,
"Callee","log4net.Util.AppenderAttachedImpl.AppendLoopOnAppenders","log4net.Appender.AppenderSkeleton.DoAppend",13,0,0.04,0.00,
"Root","log4net.Util.AppenderAttachedImpl.RemoveAllAppenders","log4net.Util.AppenderAttachedImpl.RemoveAllAppenders",4,0,0.01,0.00,
"Caller","log4net.Util.AppenderAttachedImpl.RemoveAllAppenders","log4net.Repository.Hierarchy.Logger.RemoveAllAppenders",4,0,0.01,0.00,
"Callee","log4net.Util.AppenderAttachedImpl.RemoveAllAppenders","log4net.Appender.AppenderSkeleton.Close",4,0,0.01,0.00,
"Root","log4net.Util.PatternConverter.Format","log4net.Util.PatternConverter.Format",9,0,0.03,0.00,
"Caller","log4net.Util.PatternConverter.Format","log4net.Layout.PatternLayout.Format",9,0,0.03,0.00,
"Callee","log4net.Util.PatternConverter.Format","log4net.Layout.Pattern.PatternLayoutConverter.Convert",9,0,0.03,0.00,
"Root","log4net.Util.PatternStringConverters.LiteralPatternConverter.Format","log4net.Util.PatternStringConverters.LiteralPatternConverter.Format",1,1,0.00,0.00,
"Caller","log4net.Util.PatternStringConverters.LiteralPatternConverter.Format","log4net.Layout.PatternLayout.Format",1,1,0.00,0.00,
"Root","log4net.Util.QuietTextWriter.Close","log4net.Util.QuietTextWriter.Close",3,0,0.01,0.00,
"Caller","log4net.Util.QuietTextWriter.Close","log4net.Appender.TextWriterAppender.CloseWriter",3,0,0.01,0.00,
"Callee","log4net.Util.QuietTextWriter.Close","[mscorlib.ni.dll]",3,1,0.01,0.00,
"Root","log4net.Util.TextWriterAdapter.Flush","log4net.Util.TextWriterAdapter.Flush",1,0,0.00,0.00,
"Caller","log4net.Util.TextWriterAdapter.Flush","log4net.Appender.TextWriterAppender.Append",1,0,0.00,0.00,
"Callee","log4net.Util.TextWriterAdapter.Flush","[mscorlib.ni.dll]",1,0,0.00,0.00,
"Root","MySql.Data.Common.MySqlTokenizer.FindToken","MySql.Data.Common.MySqlTokenizer.FindToken",1,0,0.00,0.00,
"Caller","MySql.Data.Common.MySqlTokenizer.FindToken","MySql.Data.Common.MySqlTokenizer.NextToken",1,0,0.00,0.00,
"Callee","MySql.Data.Common.MySqlTokenizer.FindToken","MySql.Data.Common.MySqlTokenizer.ReadUnquotedToken",1,0,0.00,0.00,
"Root","MySql.Data.Common.MySqlTokenizer.NextToken","MySql.Data.Common.MySqlTokenizer.NextToken",2,0,0.01,0.00,
"Caller","MySql.Data.Common.MySqlTokenizer.NextToken","MySql.Data.MySqlClient.Statement.InternalBindParameters",2,0,0.01,0.00,
"Callee","MySql.Data.Common.MySqlTokenizer.NextToken","[clr.dll]",1,1,0.00,0.00,
"Callee","MySql.Data.Common.MySqlTokenizer.NextToken","MySql.Data.Common.MySqlTokenizer.FindToken",1,0,0.00,0.00,
"Root","MySql.Data.Common.MySqlTokenizer.ReadUnquotedToken","MySql.Data.Common.MySqlTokenizer.ReadUnquotedToken",1,0,0.00,0.00,
"Caller","MySql.Data.Common.MySqlTokenizer.ReadUnquotedToken","MySql.Data.Common.MySqlTokenizer.FindToken",1,0,0.00,0.00,
"Callee","MySql.Data.Common.MySqlTokenizer.ReadUnquotedToken","[clr.dll]",1,1,0.00,0.00,
"Root","MySql.Data.Common.StreamCreator.GetStream","MySql.Data.Common.StreamCreator.GetStream",8,0,0.02,0.00,
"Caller","MySql.Data.Common.StreamCreator.GetStream","MySql.Data.MySqlClient.NativeDriver.Open",8,0,0.02,0.00,
"Callee","MySql.Data.Common.StreamCreator.GetStream","[clr.dll]",1,1,0.00,0.00,
"Callee","MySql.Data.Common.StreamCreator.GetStream","MySql.Data.Common.StreamCreator.GetTcpStream",7,0,0.02,0.00,
"Root","MySql.Data.Common.StreamCreator.GetTcpStream","MySql.Data.Common.StreamCreator.GetTcpStream",7,0,0.02,0.00,
"Caller","MySql.Data.Common.StreamCreator.GetTcpStream","MySql.Data.Common.StreamCreator.GetStream",7,0,0.02,0.00,
"Callee","MySql.Data.Common.StreamCreator.GetTcpStream","[mscorlib.ni.dll]",1,1,0.00,0.00,
"Callee","MySql.Data.Common.StreamCreator.GetTcpStream","[System.ni.dll]",6,6,0.02,0.02,
"Root","MySql.Data.MySqlClient.Authentication.AuthenticationPluginManager..cctor","MySql.Data.MySqlClient.Authentication.AuthenticationPluginManager..cctor",1,0,0.00,0.00,
"Caller","MySql.Data.MySqlClient.Authentication.AuthenticationPluginManager..cctor","[clr.dll]",1,0,0.00,0.00,
"Callee","MySql.Data.MySqlClient.Authentication.AuthenticationPluginManager..cctor","[clr.dll]",1,1,0.00,0.00,
"Root","MySql.Data.MySqlClient.Authentication.AuthenticationPluginManager.GetPlugin","MySql.Data.MySqlClient.Authentication.AuthenticationPluginManager.GetPlugin",2,0,0.01,0.00,
"Caller","MySql.Data.MySqlClient.Authentication.AuthenticationPluginManager.GetPlugin","MySql.Data.MySqlClient.Authentication.MySqlAuthenticationPlugin.GetPlugin",2,0,0.01,0.00,
"Callee","MySql.Data.MySqlClient.Authentication.AuthenticationPluginManager.GetPlugin","[clr.dll]",1,1,0.00,0.00,
"Callee","MySql.Data.MySqlClient.Authentication.AuthenticationPluginManager.GetPlugin","[mscorlib.ni.dll]",1,1,0.00,0.00,
"Root","MySql.Data.MySqlClient.Authentication.MySqlAuthenticationPlugin.Authenticate","MySql.Data.MySqlClient.Authentication.MySqlAuthenticationPlugin.Authenticate",30,0,0.09,0.00,
"Caller","MySql.Data.MySqlClient.Authentication.MySqlAuthenticationPlugin.Authenticate","MySql.Data.MySqlClient.NativeDriver.Authenticate",30,0,0.09,0.00,
"Callee","MySql.Data.MySqlClient.Authentication.MySqlAuthenticationPlugin.Authenticate","[clr.dll]",5,5,0.01,0.01,
"Callee","MySql.Data.MySqlClient.Authentication.MySqlAuthenticationPlugin.Authenticate","MySql.Data.MySqlClient.Authentication.MySqlAuthenticationPlugin.HandleAuthChange",3,0,0.01,0.00,
"Callee","MySql.Data.MySqlClient.Authentication.MySqlAuthenticationPlugin.Authenticate","MySql.Data.MySqlClient.Authentication.MySqlAuthenticationPlugin.WritePassword",1,0,0.00,0.00,
"Callee","MySql.Data.MySqlClient.Authentication.MySqlAuthenticationPlugin.Authenticate","MySql.Data.MySqlClient.NativeDriver.SetConnectAttrs",21,0,0.06,0.00,
"Root","MySql.Data.MySqlClient.Authentication.MySqlAuthenticationPlugin.ContinueAuthentication","MySql.Data.MySqlClient.Authentication.MySqlAuthenticationPlugin.ContinueAuthentication",2,0,0.01,0.00,
"Caller","MySql.Data.MySqlClient.Authentication.MySqlAuthenticationPlugin.ContinueAuthentication","MySql.Data.MySqlClient.Authentication.MySqlAuthenticationPlugin.HandleAuthChange",2,0,0.01,0.00,
"Callee","MySql.Data.MySqlClient.Authentication.MySqlAuthenticationPlugin.ContinueAuthentication","[clr.dll]",1,1,0.00,0.00,
"Callee","MySql.Data.MySqlClient.Authentication.MySqlAuthenticationPlugin.ContinueAuthentication","MySql.Data.MySqlClient.Authentication.MySqlNativePasswordPlugin.MoreData",1,0,0.00,0.00,
"Root","MySql.Data.MySqlClient.Authentication.MySqlAuthenticationPlugin.GetPlugin","MySql.Data.MySqlClient.Authentication.MySqlAuthenticationPlugin.GetPlugin",10,0,0.03,0.00,
"Caller","MySql.Data.MySqlClient.Authentication.MySqlAuthenticationPlugin.GetPlugin","MySql.Data.MySqlClient.Authentication.MySqlAuthenticationPlugin.HandleAuthChange",1,0,0.00,0.00,
"Caller","MySql.Data.MySqlClient.Authentication.MySqlAuthenticationPlugin.GetPlugin","MySql.Data.MySqlClient.NativeDriver.Authenticate",9,0,0.03,0.00,
"Callee","MySql.Data.MySqlClient.Authentication.MySqlAuthenticationPlugin.GetPlugin","[clr.dll]",8,7,0.02,0.02,
"Callee","MySql.Data.MySqlClient.Authentication.MySqlAuthenticationPlugin.GetPlugin","MySql.Data.MySqlClient.Authentication.AuthenticationPluginManager.GetPlugin",2,0,0.01,0.00,
"Root","MySql.Data.MySqlClient.Authentication.MySqlAuthenticationPlugin.HandleAuthChange","MySql.Data.MySqlClient.Authentication.MySqlAuthenticationPlugin.HandleAuthChange",3,0,0.01,0.00,
"Caller","MySql.Data.MySqlClient.Authentication.MySqlAuthenticationPlugin.HandleAuthChange","MySql.Data.MySqlClient.Authentication.MySqlAuthenticationPlugin.Authenticate",3,0,0.01,0.00,
"Callee","MySql.Data.MySqlClient.Authentication.MySqlAuthenticationPlugin.HandleAuthChange","MySql.Data.MySqlClient.Authentication.MySqlAuthenticationPlugin.ContinueAuthentication",2,0,0.01,0.00,
"Callee","MySql.Data.MySqlClient.Authentication.MySqlAuthenticationPlugin.HandleAuthChange","MySql.Data.MySqlClient.Authentication.MySqlAuthenticationPlugin.GetPlugin",1,0,0.00,0.00,
"Root","MySql.Data.MySqlClient.Authentication.MySqlAuthenticationPlugin.WritePassword","MySql.Data.MySqlClient.Authentication.MySqlAuthenticationPlugin.WritePassword",1,0,0.00,0.00,
"Caller","MySql.Data.MySqlClient.Authentication.MySqlAuthenticationPlugin.WritePassword","MySql.Data.MySqlClient.Authentication.MySqlAuthenticationPlugin.Authenticate",1,0,0.00,0.00,
"Callee","MySql.Data.MySqlClient.Authentication.MySqlAuthenticationPlugin.WritePassword","[clr.dll]",1,1,0.00,0.00,
"Root","MySql.Data.MySqlClient.Authentication.MySqlNativePasswordPlugin.GetPassword","MySql.Data.MySqlClient.Authentication.MySqlNativePasswordPlugin.GetPassword",1,0,0.00,0.00,
"Caller","MySql.Data.MySqlClient.Authentication.MySqlNativePasswordPlugin.GetPassword","MySql.Data.MySqlClient.Authentication.MySqlNativePasswordPlugin.MoreData",1,0,0.00,0.00,
"Callee","MySql.Data.MySqlClient.Authentication.MySqlNativePasswordPlugin.GetPassword","[clr.dll]",1,1,0.00,0.00,
"Root","MySql.Data.MySqlClient.Authentication.MySqlNativePasswordPlugin.MoreData","MySql.Data.MySqlClient.Authentication.MySqlNativePasswordPlugin.MoreData",1,0,0.00,0.00,
"Caller","MySql.Data.MySqlClient.Authentication.MySqlNativePasswordPlugin.MoreData","MySql.Data.MySqlClient.Authentication.MySqlAuthenticationPlugin.ContinueAuthentication",1,0,0.00,0.00,
"Callee","MySql.Data.MySqlClient.Authentication.MySqlNativePasswordPlugin.MoreData","MySql.Data.MySqlClient.Authentication.MySqlNativePasswordPlugin.GetPassword",1,0,0.00,0.00,
"Root","MySql.Data.MySqlClient.CharSetMap.InitializeMapping","MySql.Data.MySqlClient.CharSetMap.InitializeMapping",7,0,0.02,0.00,
"Caller","MySql.Data.MySqlClient.CharSetMap.InitializeMapping","[clr.dll]",7,0,0.02,0.00,
"Callee","MySql.Data.MySqlClient.CharSetMap.InitializeMapping","[clr.dll]",7,7,0.02,0.02,
"Root","MySql.Data.MySqlClient.Driver.Close","MySql.Data.MySqlClient.Driver.Close",2,0,0.01,0.00,
"Caller","MySql.Data.MySqlClient.Driver.Close","MySql.Data.MySqlClient.MySqlPool.Clear",2,0,0.01,0.00,
"Callee","MySql.Data.MySqlClient.Driver.Close","MySql.Data.MySqlClient.Driver.Dispose",2,0,0.01,0.00,
"Root","MySql.Data.MySqlClient.Driver.CloseQuery","MySql.Data.MySqlClient.Driver.CloseQuery",6,0,0.02,0.00,
"Caller","MySql.Data.MySqlClient.Driver.CloseQuery","MySql.Data.MySqlClient.MySqlCommand.Close",6,0,0.02,0.00,
"Callee","MySql.Data.MySqlClient.Driver.CloseQuery","[clr.dll]",1,1,0.00,0.00,
"Callee","MySql.Data.MySqlClient.Driver.CloseQuery","MySql.Data.MySqlClient.Driver.ReportWarnings",4,0,0.01,0.00,
"Callee","MySql.Data.MySqlClient.Driver.CloseQuery","MySql.Data.MySqlClient.MySqlCommand.ExecuteReader",1,0,0.00,0.00,
"Root","MySql.Data.MySqlClient.Driver.Configure","MySql.Data.MySqlClient.Driver.Configure",81,0,0.23,0.00,
"Caller","MySql.Data.MySqlClient.Driver.Configure","MySql.Data.MySqlClient.MySqlConnection.Open",81,0,0.23,0.00,
"Callee","MySql.Data.MySqlClient.Driver.Configure","[clr.dll]",10,3,0.03,0.01,
"Callee","MySql.Data.MySqlClient.Driver.Configure","MySql.Data.MySqlClient.Driver.LoadCharacterSets",5,0,0.01,0.00,
"Callee","MySql.Data.MySqlClient.Driver.Configure","MySql.Data.MySqlClient.Driver.LoadServerProperties",24,0,0.07,0.00,
"Callee","MySql.Data.MySqlClient.Driver.Configure","MySql.Data.MySqlClient.MySqlCommand.ExecuteNonQuery",1,0,0.00,0.00,
"Callee","MySql.Data.MySqlClient.Driver.Configure","MySql.Data.MySqlClient.MySqlCommand.ExecuteReader",41,0,0.12,0.00,
"Root","MySql.Data.MySqlClient.Driver.Create","MySql.Data.MySqlClient.Driver.Create",64,0,0.18,0.00,
"Caller","MySql.Data.MySqlClient.Driver.Create","MySql.Data.MySqlClient.MySqlPool.CreateNewPooledConnection",64,0,0.18,0.00,
"Callee","MySql.Data.MySqlClient.Driver.Create","[clr.dll]",1,1,0.00,0.00,
"Callee","MySql.Data.MySqlClient.Driver.Create","MySql.Data.MySqlClient.Driver.Open",63,0,0.18,0.00,
"Root","MySql.Data.MySqlClient.Driver.Dispose","MySql.Data.MySqlClient.Driver.Dispose",2,0,0.01,0.00,
"Caller","MySql.Data.MySqlClient.Driver.Dispose","MySql.Data.MySqlClient.Driver.Close",2,0,0.01,0.00,
"Callee","MySql.Data.MySqlClient.Driver.Dispose","[clr.dll]",1,1,0.00,0.00,
"Callee","MySql.Data.MySqlClient.Driver.Dispose","MySql.Data.MySqlClient.NativeDriver.Close",1,0,0.00,0.00,
"Root","MySql.Data.MySqlClient.Driver.FetchDataRow","MySql.Data.MySqlClient.Driver.FetchDataRow",6,0,0.02,0.00,
"Caller","MySql.Data.MySqlClient.Driver.FetchDataRow","MySql.Data.MySqlClient.ResultSet.GetNextRow",6,0,0.02,0.00,
"Callee","MySql.Data.MySqlClient.Driver.FetchDataRow","MySql.Data.MySqlClient.NativeDriver.FetchDataRow",6,0,0.02,0.00,
"Root","MySql.Data.MySqlClient.Driver.GetColumns","MySql.Data.MySqlClient.Driver.GetColumns",6,0,0.02,0.00,
"Caller","MySql.Data.MySqlClient.Driver.GetColumns","MySql.Data.MySqlClient.ResultSet.LoadColumns",6,0,0.02,0.00,
"Callee","MySql.Data.MySqlClient.Driver.GetColumns","MySql.Data.MySqlClient.NativeDriver.GetColumnsData",6,0,0.02,0.00,
"Root","MySql.Data.MySqlClient.Driver.GetResult","MySql.Data.MySqlClient.Driver.GetResult",2,0,0.01,0.00,
"Caller","MySql.Data.MySqlClient.Driver.GetResult","MySql.Data.MySqlClient.Driver.NextResult",2,0,0.01,0.00,
"Callee","MySql.Data.MySqlClient.Driver.GetResult","[clr.dll]",1,1,0.00,0.00,
"Callee","MySql.Data.MySqlClient.Driver.GetResult","MySql.Data.MySqlClient.NativeDriver.GetResult",1,0,0.00,0.00,
"Root","MySql.Data.MySqlClient.Driver.GetTimeZoneOffset","MySql.Data.MySqlClient.Driver.GetTimeZoneOffset",5,0,0.01,0.00,
"Caller","MySql.Data.MySqlClient.Driver.GetTimeZoneOffset","MySql.Data.MySqlClient.Driver.LoadServerProperties",5,0,0.01,0.00,
"Callee","MySql.Data.MySqlClient.Driver.GetTimeZoneOffset","[clr.dll]",1,1,0.00,0.00,
"Callee","MySql.Data.MySqlClient.Driver.GetTimeZoneOffset","MySql.Data.MySqlClient.MySqlCommand.ExecuteScalar",4,0,0.01,0.00,
"Root","MySql.Data.MySqlClient.Driver.LoadCharacterSets","MySql.Data.MySqlClient.Driver.LoadCharacterSets",5,0,0.01,0.00,
"Caller","MySql.Data.MySqlClient.Driver.LoadCharacterSets","MySql.Data.MySqlClient.Driver.Configure",5,0,0.01,0.00,
"Callee","MySql.Data.MySqlClient.Driver.LoadCharacterSets","MySql.Data.MySqlClient.MySqlDataReader.get_Item",1,0,0.00,0.00,
"Callee","MySql.Data.MySqlClient.Driver.LoadCharacterSets","MySql.Data.MySqlClient.MySqlDataReader.Read",4,0,0.01,0.00,
"Root","MySql.Data.MySqlClient.Driver.LoadServerProperties","MySql.Data.MySqlClient.Driver.LoadServerProperties",24,0,0.07,0.00,
"Caller","MySql.Data.MySqlClient.Driver.LoadServerProperties","MySql.Data.MySqlClient.Driver.Configure",24,0,0.07,0.00,
"Callee","MySql.Data.MySqlClient.Driver.LoadServerProperties","[clr.dll]",2,2,0.01,0.01,
"Callee","MySql.Data.MySqlClient.Driver.LoadServerProperties","MySql.Data.MySqlClient.Driver.GetTimeZoneOffset",5,0,0.01,0.00,
"Callee","MySql.Data.MySqlClient.Driver.LoadServerProperties","MySql.Data.MySqlClient.MySqlCommand..ctor",1,0,0.00,0.00,
"Callee","MySql.Data.MySqlClient.Driver.LoadServerProperties","MySql.Data.MySqlClient.MySqlDataReader.Dispose",8,0,0.02,0.00,
"Callee","MySql.Data.MySqlClient.Driver.LoadServerProperties","MySql.Data.MySqlClient.MySqlDataReader.GetString",2,0,0.01,0.00,
"Callee","MySql.Data.MySqlClient.Driver.LoadServerProperties","MySql.Data.MySqlClient.MySqlDataReader.Read",6,0,0.02,0.00,
"Root","MySql.Data.MySqlClient.Driver.NextResult","MySql.Data.MySqlClient.Driver.NextResult",19,0,0.05,0.00,
"Caller","MySql.Data.MySqlClient.Driver.NextResult","MySql.Data.MySqlClient.MySqlDataReader.NextResult",19,0,0.05,0.00,
"Callee","MySql.Data.MySqlClient.Driver.NextResult","[clr.dll]",1,1,0.00,0.00,
"Callee","MySql.Data.MySqlClient.Driver.NextResult","MySql.Data.MySqlClient.Driver.GetResult",2,0,0.01,0.00,
"Callee","MySql.Data.MySqlClient.Driver.NextResult","MySql.Data.MySqlClient.ResultSet..ctor",16,0,0.05,0.00,
"Root","MySql.Data.MySqlClient.Driver.Open","MySql.Data.MySqlClient.Driver.Open",63,0,0.18,0.00,
"Caller","MySql.Data.MySqlClient.Driver.Open","MySql.Data.MySqlClient.Driver.Create",63,0,0.18,0.00,
"Callee","MySql.Data.MySqlClient.Driver.Open","[clr.dll]",2,2,0.01,0.01,
"Callee","MySql.Data.MySqlClient.Driver.Open","MySql.Data.MySqlClient.NativeDriver.Open",61,0,0.17,0.00,
"Root","MySql.Data.MySqlClient.Driver.ReportWarnings","MySql.Data.MySqlClient.Driver.ReportWarnings",4,0,0.01,0.00,
"Caller","MySql.Data.MySqlClient.Driver.ReportWarnings","MySql.Data.MySqlClient.Driver.CloseQuery",4,0,0.01,0.00,
"Callee","MySql.Data.MySqlClient.Driver.ReportWarnings","[clr.dll]",1,1,0.00,0.00,
"Callee","MySql.Data.MySqlClient.Driver.ReportWarnings","MySql.Data.MySqlClient.MySqlDataReader.Dispose",1,0,0.00,0.00,
"Callee","MySql.Data.MySqlClient.Driver.ReportWarnings","MySql.Data.MySqlClient.MySqlDataReader.Read",2,0,0.01,0.00,
"Root","MySql.Data.MySqlClient.Driver.SendQuery","MySql.Data.MySqlClient.Driver.SendQuery",1,0,0.00,0.00,
"Caller","MySql.Data.MySqlClient.Driver.SendQuery","MySql.Data.MySqlClient.Statement.ExecuteNext",1,0,0.00,0.00,
"Callee","MySql.Data.MySqlClient.Driver.SendQuery","MySql.Data.MySqlClient.NativeDriver.SendQuery",1,0,0.00,0.00,
"Root","MySql.Data.MySqlClient.MySqlBaseConnectionStringBuilder..cctor","MySql.Data.MySqlClient.MySqlBaseConnectionStringBuilder..cctor",3,0,0.01,0.00,
"Caller","MySql.Data.MySqlClient.MySqlBaseConnectionStringBuilder..cctor","[clr.dll]",3,0,0.01,0.00,
"Callee","MySql.Data.MySqlClient.MySqlBaseConnectionStringBuilder..cctor","[clr.dll]",2,2,0.01,0.01,
"Callee","MySql.Data.MySqlClient.MySqlBaseConnectionStringBuilder..cctor","MySql.Data.MySqlClient.MySqlConnectionStringOption..ctor",1,0,0.00,0.00,
"Root","MySql.Data.MySqlClient.MySqlBaseConnectionStringBuilder..ctor","MySql.Data.MySqlClient.MySqlBaseConnectionStringBuilder..ctor",14,0,0.04,0.00,
"Caller","MySql.Data.MySqlClient.MySqlBaseConnectionStringBuilder..ctor","MySql.Data.MySqlClient.MySqlConnection.set_ConnectionString",14,0,0.04,0.00,
"Callee","MySql.Data.MySqlClient.MySqlBaseConnectionStringBuilder..ctor","[clr.dll]",2,2,0.01,0.01,
"Callee","MySql.Data.MySqlClient.MySqlBaseConnectionStringBuilder..ctor","[System.Data.ni.dll]",11,1,0.03,0.00,
"Callee","MySql.Data.MySqlClient.MySqlBaseConnectionStringBuilder..ctor","MySql.Data.MySqlClient.MySqlBaseConnectionStringBuilder.AnalyzeConnectionString",1,0,0.00,0.00,
"Root","MySql.Data.MySqlClient.MySqlBaseConnectionStringBuilder.AnalyzeConnectionString","MySql.Data.MySqlClient.MySqlBaseConnectionStringBuilder.AnalyzeConnectionString",1,0,0.00,0.00,
"Caller","MySql.Data.MySqlClient.MySqlBaseConnectionStringBuilder.AnalyzeConnectionString","MySql.Data.MySqlClient.MySqlBaseConnectionStringBuilder..ctor",1,0,0.00,0.00,
"Callee","MySql.Data.MySqlClient.MySqlBaseConnectionStringBuilder.AnalyzeConnectionString","[System.Core.ni.dll]",1,1,0.00,0.00,
"Root","MySql.Data.MySqlClient.MySqlBaseConnectionStringBuilder.get_Server","MySql.Data.MySqlClient.MySqlBaseConnectionStringBuilder.get_Server",1,0,0.00,0.00,
"Caller","MySql.Data.MySqlClient.MySqlBaseConnectionStringBuilder.get_Server","MySql.Data.MySqlClient.MySqlConnection.Open",1,0,0.00,0.00,
"Callee","MySql.Data.MySqlClient.MySqlBaseConnectionStringBuilder.get_Server","[clr.dll]",1,1,0.00,0.00,
"Root","MySql.Data.MySqlClient.MySqlBaseConnectionStringBuilder.get_UserID","MySql.Data.MySqlClient.MySqlBaseConnectionStringBuilder.get_UserID",1,0,0.00,0.00,
"Caller","MySql.Data.MySqlClient.MySqlBaseConnectionStringBuilder.get_UserID","MySql.Data.MySqlClient.NativeDriver.Authenticate",1,0,0.00,0.00,
"Callee","MySql.Data.MySqlClient.MySqlBaseConnectionStringBuilder.get_UserID","[mscorlib.ni.dll]",1,1,0.00,0.00,
"Root","MySql.Data.MySqlClient.MySqlBaseConnectionStringBuilder.SetInternalValue","MySql.Data.MySqlClient.MySqlBaseConnectionStringBuilder.SetInternalValue",6,0,0.02,0.00,
"Caller","MySql.Data.MySqlClient.MySqlBaseConnectionStringBuilder.SetInternalValue","MySql.Data.MySqlClient.MySqlConnectionStringOption+<>c.<.ctor>b__6_0",6,0,0.02,0.00,
"Callee","MySql.Data.MySqlClient.MySqlBaseConnectionStringBuilder.SetInternalValue","[System.Data.ni.dll]",6,6,0.02,0.02,
"Root","MySql.Data.MySqlClient.MySqlCommand..ctor","MySql.Data.MySqlClient.MySqlCommand..ctor",1,0,0.00,0.00,
"Caller","MySql.Data.MySqlClient.MySqlCommand..ctor","MySql.Data.MySqlClient.Driver.LoadServerProperties",1,0,0.00,0.00,
"Callee","MySql.Data.MySqlClient.MySqlCommand..ctor","MySql.Data.MySqlClient.MySqlCommand.set_Connection",1,0,0.00,0.00,
"Root","MySql.Data.MySqlClient.MySqlCommand..ctor","MySql.Data.MySqlClient.MySqlCommand..ctor",3,0,0.01,0.00,
"Caller","MySql.Data.MySqlClient.MySqlCommand..ctor","ZBYGate_Data_Collection.LocalDataBase.MySqlHelper.GetDataSet",3,0,0.01,0.00,
"Callee","MySql.Data.MySqlClient.MySqlCommand..ctor","[clr.dll]",2,2,0.01,0.01,
"Callee","MySql.Data.MySqlClient.MySqlCommand..ctor","MySql.Data.MySqlClient.MySqlParameterCollection..ctor",1,0,0.00,0.00,
"Root","MySql.Data.MySqlClient.MySqlCommand.Close","MySql.Data.MySqlClient.MySqlCommand.Close",6,0,0.02,0.00,
"Caller","MySql.Data.MySqlClient.MySqlCommand.Close","MySql.Data.MySqlClient.MySqlDataReader.Close",6,0,0.02,0.00,
"Callee","MySql.Data.MySqlClient.MySqlCommand.Close","[clr.dll]",1,1,0.00,0.00,
"Callee","MySql.Data.MySqlClient.MySqlCommand.Close","MySql.Data.MySqlClient.Driver.CloseQuery",6,0,0.02,0.00,
"Root","MySql.Data.MySqlClient.MySqlCommand.ExecuteDbDataReader","MySql.Data.MySqlClient.MySqlCommand.ExecuteDbDataReader",3,0,0.01,0.00,
"Caller","MySql.Data.MySqlClient.MySqlCommand.ExecuteDbDataReader","[System.Data.ni.dll]",3,0,0.01,0.00,
"Callee","MySql.Data.MySqlClient.MySqlCommand.ExecuteDbDataReader","MySql.Data.MySqlClient.MySqlCommand.ExecuteReader",3,0,0.01,0.00,
"Root","MySql.Data.MySqlClient.MySqlCommand.ExecuteNonQuery","MySql.Data.MySqlClient.MySqlCommand.ExecuteNonQuery",1,0,0.00,0.00,
"Caller","MySql.Data.MySqlClient.MySqlCommand.ExecuteNonQuery","MySql.Data.MySqlClient.Driver.Configure",1,0,0.00,0.00,
"Callee","MySql.Data.MySqlClient.MySqlCommand.ExecuteNonQuery","MySql.Data.MySqlClient.MySqlCommand.ExecuteReader",1,0,0.00,0.00,
